5;65648477;3.9
6;65648477;7.6
1;65648477;79.3
8;65648480;51.8
5;65648480;3
1;65648480;80.5
3;65648480;60.4
8;65648484;52.9
5;65648484;1.2
1;65648484;81.5
3;65648484;60.6
8;65648487;53.7
5;65648487;0.3
1;65648487;81.8
8;65648491;54.5
6;65648491;8.2
8;65648494;55.2
5;65648494;1.0
1;65648494;80.9
3;65648494;60.9
8;65648498;55.7
5;65648498;3.8
1;65648498;78.8
3;65648498;61.1
8;65648501;56.3
5;65648501;5.2
1;65648501;77.7
8;65648504;56.8
5;65648504;4.2
1;65648504;78.6
8;65648507;57.2
5;65648507;3.3
1;65648507;80
3;65648507;61.4
8;65648511;57.6
5;65648511;2.0
1;65648511;80.8
3;65648511;61.7
5;65648514;0
1;65648514;81.2
3;65648514;62.9
8;65648518;58.6
1;65648518;81
3;65648518;64.8
8;65648521;59.1
1;65648521;79.4
3;65648521;65.8
8;65648525;59.6
5;65648525;3.8
1;65648525;77.5
3;65648525;66.7
8;65648528;60.0
5;65648528;6.6
1;65648528;76
3;65648528;67.2
8;65648531;60.6
5;65648531;7.3
8;65648535;61.2
5;65648535;5.8
1;65648535;78.1
3;65648535;66.7
8;65648538;61.9
5;65648538;4.1
1;65648538;79.8
3;65648538;66.1
8;65648542;62.3
1;65648542;80.3
3;65648542;65.4
5;65648545;7.3
6;65648545;8.7
1;65648545;78.2
3;65648545;64.8
8;65648549;62.7
5;65648549;12.2
1;65648549;75.8
3;65648549;64.2
5;65648552;15.1
1;65648552;74
3;65648552;63.6
8;65648555;63.1
5;65648555;20.0
1;65648555;72.3
3;65648555;63.2
5;65648559;23.9
1;65648559;71.4
3;65648559;62.9
8;65648562;59.6
5;65648562;27.8
6;65648562;13.4
8;65648566;53.9
5;65648566;33
6;65648566;15.3
1;65648566;69.5
3;65648566;62.6
8;65648569;49.0
5;65648569;37.6
6;65648569;13.9
1;65648569;69.2
3;65648569;62.4
8;65648572;46.1
5;65648572;39.1
6;65648572;12.4
1;65648572;70.6
3;65648572;63.1
8;65648576;43.9
5;65648576;40.7
6;65648576;11.2
1;65648576;72.5
3;65648576;66
8;65648579;42.5
6;65648579;10.6
1;65648579;74.7
3;65648579;68.5
8;65648583;41.4
5;65648583;39.8
1;65648583;77
3;65648583;70.1
8;65648586;40.4
5;65648586;37.7
6;65648586;10.0
1;65648586;79
3;65648586;70.4
8;65648590;39.8
5;65648590;36.0
1;65648590;80.8
3;65648590;70.8
8;65648593;39.4
5;65648593;32.1
6;65648593;9.5
1;65648593;83
3;65648593;71.1
5;65648600;31.1
6;65648600;8.8
1;65648600;82.8
3;65648600;71.4
8;65648603;42.1
5;65648603;30.2
6;65648603;5.8
1;65648603;82.5
8;65648607;45.3
5;65648607;21.6
1;65648607;85
3;65648607;70.6
8;65648610;47.5
6;65648610;6.4
1;65648610;87
3;65648610;69.4
8;65648614;50.0
5;65648614;19.9
1;65648614;85.7
8;65648617;51.7
5;65648617;17.7
6;65648617;6.9
1;65648617;86.1
3;65648617;72.4
8;65648620;53.5
5;65648620;18.7
1;65648620;84.1
3;65648620;74.7
8;65648624;54.8
5;65648624;19.1
6;65648624;7.5
1;65648624;82.4
3;65648624;76.2
8;65648627;56.0
5;65648627;20.3
1;65648627;81.1
3;65648627;76.6
8;65648631;57.2
1;65648631;80.2
3;65648631;75.9
8;65648634;58.0
5;65648634;19.5
6;65648634;8.0
3;65648634;75.2
8;65648638;59.0
5;65648638;18.9
1;65648638;80.7
3;65648638;74.9
8;65648641;59.7
5;65648641;18.6
1;65648641;81.2
8;65648644;60.2
5;65648644;17.2
1;65648644;81.9
8;65648648;60.8
5;65648648;16.2
3;65648648;75.6
8;65648651;61.2
5;65648651;15.0
6;65648651;8.5
1;65648651;82.3
3;65648651;76.1
8;65648654;61.7
5;65648654;14.4
1;65648654;82
3;65648654;76.7
8;65648661;62.3
5;65648661;13.7
1;65648661;81.6
1;65648665;81.3
3;65648665;76.9
8;65648668;62.8
5;65648668;13.3
3;65648668;77.2
5;65648672;12.7
1;65648672;80.8
3;65648672;77.7
8;65648675;63.2
5;65648675;13.1
1;65648675;80.5
3;65648675;78.9
5;65648678;13.5
1;65648678;80
8;65648682;63.6
1;65648682;79.6
3;65648682;78.7
5;65648685;14.2
3;65648685;78.9
8;65648689;64.1
5;65648689;13.7
1;65648689;80.1
3;65648689;78.7
5;65648692;13.2
1;65648692;80.6
3;65648692;78.1
5;65648695;11.7
1;65648695;81.1
3;65648695;77.6
5;65648699;11.3
6;65648699;9.1
1;65648699;81.3
5;65648702;10.8
1;65648702;81.5
3;65648702;77.3
5;65648706;9.0
1;65648706;82
5;65648709;8.6
5;65648712;7.4
8;65648719;60.7
6;65648719;13.3
1;65648719;81.3
8;65648723;55.5
5;65648723;10.5
6;65648723;14.7
1;65648723;79.1
8;65648726;50.9
5;65648726;11.7
6;65648726;13.5
1;65648726;78.1
8;65648729;48.0
5;65648729;12.1
6;65648729;12.3
8;65648733;45.6
5;65648733;12.7
6;65648733;11.4
1;65648733;78.4
8;65648736;44.1
5;65648736;12.1
6;65648736;10.7
1;65648736;79
8;65648740;42.9
5;65648740;11.5
1;65648740;79.8
8;65648743;42.1
5;65648743;10.8
6;65648743;9.9
1;65648743;80.5
8;65648747;41.3
5;65648747;9.3
1;65648747;81.1
8;65648750;40.9
5;65648750;8.6
1;65648750;81.6
3;65648750;77.6
8;65648753;40.4
5;65648753;7.6
1;65648753;81.8
3;65648753;77.8
8;65648757;40.1
5;65648757;6.5
6;65648757;9.4
1;65648757;82.1
3;65648757;78
8;65648760;41.8
5;65648760;6.1
6;65648760;6.7
8;65648764;44.9
5;65648764;4.2
6;65648764;6.0
1;65648764;82.3
8;65648767;46.9
5;65648767;2.4
6;65648767;6.7
1;65648767;83.8
8;65648771;49.2
5;65648771;0.2
1;65648771;84
3;65648771;77.7
8;65648774;50.8
3;65648774;77.5
8;65648777;52.5
5;65648777;0.6
6;65648777;7.3
1;65648777;83.5
3;65648777;77.2
8;65648781;53.8
5;65648781;2.4
1;65648781;81.2
3;65648781;76.9
8;65648784;55.2
5;65648784;3.8
1;65648784;79.6
3;65648784;76.6
8;65648788;56.3
5;65648788;4.6
1;65648788;78.8
3;65648788;76.1
8;65648791;57.4
5;65648791;1.9
6;65648791;7.8
1;65648791;80.5
3;65648791;75.7
8;65648794;58.2
5;65648794;0.6
1;65648794;81.7
3;65648794;75.4
8;65648798;58.9
5;65648798;0
1;65648798;82.8
3;65648798;75.2
8;65648801;59.7
1;65648801;82.6
8;65648805;60.1
5;65648805;2.4
6;65648805;8.4
1;65648805;80.5
3;65648805;75
8;65648808;60.6
5;65648808;3.4
1;65648808;79.1
8;65648812;61.1
5;65648812;3.0
1;65648812;79.7
8;65648815;61.7
5;65648815;1.1
1;65648815;81
8;65648818;62.0
5;65648818;0.2
1;65648818;81.6
1;65648822;81.8
8;65648825;62.4
5;65648825;2.6
1;65648825;80.1
5;65648829;3.7
1;65648829;78.5
3;65648829;75.2
8;65648832;62.9
5;65648832;4.7
3;65648832;75.9
5;65648836;3.0
1;65648836;79.8
3;65648836;77.9
8;65648839;63.3
1;65648839;80.5
3;65648839;79.7
5;65648842;1.7
1;65648842;80.8
3;65648842;80.6
5;65648846;1.2
1;65648846;81.1
3;65648846;81
8;65648849;63.8
5;65648849;0.8
3;65648849;80.6
5;65648853;0.1
3;65648853;79.9
3;65648856;79.6
5;65648860;2.3
6;65648860;9.0
1;65648860;79.8
3;65648860;77.7
5;65648863;3.8
1;65648863;78.4
3;65648863;76.4
5;65648866;3.3
1;65648866;79.3
3;65648866;75.6
5;65648870;0.9
1;65648870;80.8
3;65648870;75
8;65648873;63.4
5;65648873;0
6;65648873;9.9
1;65648873;81.8
3;65648873;74.6
8;65648877;58.4
5;65648877;2.0
6;65648877;13.5
1;65648877;80.5
3;65648877;74.2
8;65648880;53.8
5;65648880;3.7
6;65648880;14.1
1;65648880;79
3;65648880;73.9
8;65648884;49.6
5;65648884;2.9
1;65648884;79.6
3;65648884;73.1
8;65648887;46.2
5;65648887;2.3
6;65648887;12.4
1;65648887;80.3
3;65648887;72.8
8;65648890;44.1
6;65648890;11.4
1;65648890;80.5
3;65648890;73
8;65648894;42.2
5;65648894;1.4
6;65648894;10.9
1;65648894;80.7
3;65648894;73.4
8;65648897;41.1
5;65648897;1.1
6;65648897;10.3
3;65648897;74.2
8;65648901;40.2
3;65648901;75.2
8;65648904;39.7
5;65648904;0.3
6;65648904;9.6
1;65648904;81
3;65648904;76.2
8;65648907;39.2
1;65648907;80.8
3;65648907;76.9
8;65648911;38.8
5;65648911;1.8
1;65648911;79.6
3;65648911;77.5
8;65648914;39.2
5;65648914;4.3
6;65648914;8.3
1;65648914;78.1
3;65648914;78.2
8;65648918;42.4
5;65648918;5.3
6;65648918;5.6
1;65648918;77.8
3;65648918;78.7
8;65648921;45.1
5;65648921;3.3
6;65648921;6.4
1;65648921;79
3;65648921;78.9
8;65648924;47.2
5;65648924;1.5
1;65648924;81
8;65648928;49.3
5;65648928;0
1;65648928;82.1
8;65648931;51.0
6;65648931;7.1
1;65648931;82.7
3;65648931;79.3
8;65648935;52.8
5;65648935;0.7
1;65648935;82.3
8;65648938;54.1
5;65648938;2.2
1;65648938;80.6
3;65648938;79.5
8;65648942;55.5
5;65648942;3.5
6;65648942;7.6
1;65648942;79.3
8;65648945;56.5
5;65648945;2.5
1;65648945;79.7
8;65648949;57.5
5;65648949;0.6
1;65648949;81.3
8;65648952;58.2
5;65648952;0
1;65648952;82.5
8;65648956;58.9
5;65648956;0.9
6;65648956;8.3
8;65648959;59.4
5;65648959;2.3
1;65648959;81
8;65648962;60.0
5;65648962;2.6
1;65648962;79.9
8;65648966;60.6
1;65648966;80.3
8;65648969;61.0
5;65648969;0
1;65648969;82
8;65648972;61.4
1;65648972;82.8
8;65648976;61.8
5;65648976;1.7
1;65648976;81.9
5;65648979;3.1
1;65648979;80.1
8;65648983;62.4
1;65648983;79.6
5;65648986;0.7
1;65648986;81.3
3;65648986;80.2
8;65648990;62.9
5;65648990;0
1;65648990;82.5
3;65648990;80.8
5;65648993;0.4
6;65648993;8.9
1;65648993;82.8
3;65648993;81.2
5;65648997;1.6
1;65648997;81.1
3;65648997;80.9
8;65649000;63.3
5;65649000;2.6
1;65649000;80
3;65649000;80.6
5;65649004;1.6
1;65649004;80.5
5;65649007;0
1;65649007;82.3
1;65649010;83.3
3;65649010;80.2
5;65649014;0.8
1;65649014;82
8;65649017;63.7
5;65649017;2.3
1;65649017;80.6
1;65649020;80.1
3;65649020;79.9
5;65649024;0
1;65649024;81.5
1;65649027;82.8
3;65649027;79.5
8;65649031;62.1
5;65649031;2.2
6;65649031;11.8
1;65649031;81.5
3;65649031;78.9
8;65649034;55.8
5;65649034;3.4
6;65649034;15.8
1;65649034;79.6
3;65649034;78.4
8;65649037;50.0
5;65649037;0.9
6;65649037;14.7
1;65649037;81.1
8;65649041;46.5
5;65649041;0
6;65649041;13.0
1;65649041;82
8;65649044;43.5
5;65649044;1.4
6;65649044;11.9
1;65649044;81.5
8;65649048;41.7
5;65649048;2.3
6;65649048;11.1
1;65649048;80.3
3;65649048;78.9
8;65649051;40.3
5;65649051;1.8
6;65649051;10.3
1;65649051;80
8;65649055;39.7
5;65649055;0.0
6;65649055;9.8
1;65649055;81.5
3;65649055;79.2
8;65649058;39.0
1;65649058;82.6
8;65649062;38.7
5;65649062;1.4
1;65649062;81.4
8;65649065;39.8
5;65649065;2.5
6;65649065;7.5
1;65649065;80.2
5;65649068;1.8
6;65649068;9.1
8;65649072;42.0
5;65649072;0.6
6;65649072;6
1;65649072;80.8
8;65649075;44.6
5;65649075;0
1;65649075;81.8
8;65649078;47.3
1;65649078;83.7
8;65649082;49.2
5;65649082;0.5
6;65649082;6.8
1;65649082;83.5
8;65649085;51.2
5;65649085;1.3
1;65649085;82
8;65649089;52.7
5;65649089;2.0
6;65649089;7.3
1;65649089;80.8
8;65649092;54.3
1;65649092;80.1
8;65649096;55.4
5;65649096;0.1
1;65649096;81.1
8;65649099;56.6
5;65649099;1.0
6;65649099;7.8
1;65649099;83
8;65649102;57.4
5;65649102;0.5
1;65649102;83.3
8;65649106;58.2
5;65649106;1.1
1;65649106;82.1
8;65649109;59.0
5;65649109;2.7
1;65649109;80.6
8;65649113;59.6
5;65649113;1.8
8;65649116;60.2
5;65649116;0.1
1;65649116;81.5
3;65649116;79
8;65649120;60.8
6;65649120;8.4
1;65649120;82.8
8;65649123;61.3
5;65649123;0.9
1;65649123;82.6
3;65649123;79.2
8;65649126;61.6
5;65649126;1.6
1;65649126;81.1
5;65649130;2.3
1;65649130;80.3
8;65649133;62.1
5;65649133;0.1
1;65649133;81.5
1;65649137;82.8
3;65649137;78.9
8;65649140;62.5
5;65649140;0.5
1;65649140;82.1
3;65649140;78.7
5;65649144;2.0
1;65649144;80.9
5;65649147;1.6
1;65649147;80.6
8;65649151;62.9
5;65649151;0.3
1;65649151;82.3
5;65649154;0
6;65649154;8.9
1;65649154;83.3
1;65649157;82.4
5;65649161;1.6
1;65649161;81
8;65649164;63.4
1;65649164;80.5
3;65649164;79.1
5;65649168;0
1;65649168;81.2
3;65649168;79.7
1;65649171;82.8
3;65649171;79.9
5;65649174;0.7
1;65649174;82.5
5;65649177;1.7
1;65649177;81.3
1;65649181;80.3
3;65649184;79.7
8;65649187;61.1
5;65649187;0
6;65649187;12.6
1;65649187;82.3
8;65649191;57.8
5;65649191;1.4
6;65649191;11.9
1;65649191;81.8
3;65649191;79.5
6;65649194;9.0
1;65649194;81
8;65649198;57.2
5;65649198;0.9
8;65649201;54.5
5;65649201;0
6;65649201;12.8
1;65649201;82.8
3;65649201;79.2
8;65649204;49.1
5;65649204;1.5
6;65649204;14.1
1;65649204;81.6
8;65649208;45.8
5;65649208;2.0
6;65649208;12.9
1;65649208;80.5
8;65649211;43.4
5;65649211;1
6;65649211;11.9
1;65649211;81.3
8;65649214;41.4
5;65649214;0
6;65649214;11.0
1;65649214;82.3
8;65649218;40.3
5;65649218;0.9
6;65649218;10.3
1;65649218;81.8
8;65649221;39.4
5;65649221;1.6
1;65649221;80.6
6;65649225;8.8
1;65649225;80.3
3;65649225;79.4
8;65649228;42.5
6;65649228;5.8
1;65649228;79.9
8;65649232;45.6
5;65649232;0
1;65649232;81
3;65649232;79.7
8;65649235;47.8
6;65649235;6.4
1;65649235;82.8
8;65649238;49.8
5;65649238;0.3
1;65649238;84.2
8;65649242;51.8
5;65649242;0.9
6;65649242;7.0
1;65649242;83.1
3;65649242;79.9
8;65649245;53.2
1;65649245;81.8
8;65649249;54.8
5;65649249;1.9
1;65649249;80.8
8;65649252;55.9
5;65649252;1.4
6;65649252;7.7
1;65649252;80.6
8;65649256;57.1
5;65649256;0
1;65649256;82
8;65649259;58.0
1;65649259;83.5
8;65649263;58.7
1;65649263;82.8
3;65649263;80.2
8;65649266;59.6
5;65649266;1.1
1;65649266;81.5
8;65649269;60.2
6;65649269;8.3
1;65649269;80.8
8;65649273;60.8
5;65649273;0
1;65649273;81.6
8;65649276;61.1
1;65649276;83
8;65649280;61.5
5;65649280;0.8
1;65649280;82.6
5;65649283;1.4
1;65649283;81.5
8;65649286;62.0
1;65649286;80.6
8;65649293;62.5
5;65649293;0
1;65649293;81.5
3;65649293;80
1;65649297;82.8
8;65649300;62.8
5;65649300;0.5
6;65649300;8.8
1;65649300;82.5
3;65649300;79.7
5;65649303;0.9
1;65649303;81.3
3;65649303;80.1
5;65649307;1.4
1;65649307;80.5
3;65649307;80.4
8;65649310;63.2
5;65649310;0.8
1;65649310;80.8
3;65649310;80.7
5;65649314;0
1;65649314;82.5
1;65649317;83.1
5;65649320;0.7
1;65649320;81.8
5;65649324;1.8
1;65649324;80.8
8;65649327;63.5
5;65649327;0.7
1;65649327;81
5;65649331;0.2
1;65649331;82.2
1;65649334;83
5;65649338;1.3
1;65649338;81.6
3;65649338;80.4
8;65649341;63.8
5;65649341;1.0
1;65649341;81
8;65649345;59.7
6;65649345;14.0
1;65649345;81.8
3;65649345;80.2
8;65649348;53.9
5;65649348;1.4
6;65649348;15.4
3;65649348;80
8;65649352;48.8
6;65649352;14.0
1;65649352;80.8
3;65649352;79.7
8;65649355;45.6
5;65649355;0.5
6;65649355;12.7
1;65649355;81.3
8;65649358;43.3
5;65649358;0
6;65649358;11.7
1;65649358;82.5
8;65649362;41.4
5;65649362;0.8
6;65649362;10.8
1;65649362;82.1
3;65649362;79.9
8;65649365;40.4
5;65649365;1.2
6;65649365;10.3
1;65649365;81.1
8;65649369;39.4
1;65649369;80.8
8;65649372;38.9
5;65649372;0
6;65649372;9.7
1;65649372;82.4
8;65649375;38.5
1;65649375;82.8
3;65649375;80.2
5;65649379;0.8
1;65649379;81.6
8;65649382;38.8
5;65649382;1.5
6;65649382;8.0
1;65649382;80.8
3;65649382;80.4
8;65649386;42.3
5;65649386;0.8
6;65649386;5.9
8;65649389;44.8
5;65649389;0
1;65649389;81.2
8;65649392;47.3
6;65649392;6.4
1;65649392;82.3
8;65649396;49.2
5;65649396;0.8
1;65649396;82
8;65649399;51.3
6;65649399;7.0
1;65649399;81.3
8;65649403;52.7
5;65649403;1.5
1;65649403;80.6
8;65649406;54.3
8;65649410;55.5
5;65649410;0
6;65649410;7.6
1;65649410;81.8
8;65649413;56.7
1;65649413;83.5
8;65649416;57.5
5;65649416;0.5
1;65649416;82.9
8;65649420;58.5
5;65649420;0.2
6;65649420;8.1
1;65649420;82
8;65649423;59.1
5;65649423;1.2
1;65649423;81.1
8;65649426;59.7
5;65649426;0.8
1;65649426;80.8
8;65649430;60.2
5;65649430;1.1
1;65649430;80.5
8;65649433;60.6
1;65649433;80.3
8;65649437;61.1
8;65649440;61.4
5;65649440;0.5
6;65649440;8.6
8;65649444;61.8
5;65649444;0
1;65649444;82.1
3;65649444;80.2
1;65649447;82.9
8;65649450;62.3
5;65649450;0.9
1;65649450;82
1;65649454;81.1
8;65649457;62.6
3;65649457;79.9
5;65649461;0
1;65649461;82.8
8;65649464;63.0
1;65649464;83.1
3;65649464;80.5
1;65649467;82
3;65649467;80.9
5;65649471;0.9
1;65649471;81.2
8;65649474;63.4
5;65649474;0.4
1;65649477;80.7
5;65649481;1.1
1;65649481;80.3
5;65649484;0.7
1;65649488;80.1
5;65649491;90.8
8;65649494;64.1
5;65649494;72.4
3;65649494;80.7
8;65649498;71.5
5;65649498;33.6
6;65649498;0.6
1;65649498;88.8
3;65649498;80.5
8;65649501;59.2
6;65649501;18.5
1;65649501;109.1
8;65649505;54.4
5;65649505;4.2
6;65649505;14.3
1;65649505;98.6
8;65649508;50.8
5;65649508;0
6;65649508;12.2
1;65649508;93.8
3;65649508;80.2
8;65649511;51.5
6;65649511;9.2
1;65649511;91
8;65649515;49.9
6;65649515;10.5
1;65649515;87.3
8;65649518;49.0
1;65649518;84.5
8;65649522;48.2
6;65649522;9.8
1;65649522;82.5
6;65649525;9.1
1;65649525;81.3
8;65649528;48.6
6;65649528;8.4
1;65649528;80.8
8;65649532;49.2
1;65649532;80.3
3;65649532;80.4
6;65649535;8.9
1;65649535;80
8;65649539;0
6;65649542;0
1;65649542;79.8
1;65649545;80
1;65649549;80.5
8;65649552;11.6
5;65649552;86.0
1;65649552;81.6
8;65649556;20.7
5;65649556;61.8
1;65649556;83.6
8;65649559;28.5
5;65649559;42.4
1;65649559;84.1
8;65649562;32.5
5;65649562;23.7
6;65649562;4.2
1;65649562;83.3
8;65649566;36.0
5;65649566;7.2
6;65649566;5.4
1;65649566;82
3;65649566;80.7
8;65649569;36.8
5;65649569;0
6;65649569;8.0
1;65649569;82.8
8;65649573;37.3
1;65649573;85.3
8;65649576;37.7
6;65649576;8.5
1;65649576;83.7
3;65649576;80.4
8;65649579;38.5
5;65649579;1.1
1;65649579;78.8
3;65649579;80.2
8;65649583;40.1
5;65649583;0
6;65649583;7.3
1;65649583;73.2
8;65649586;41.5
1;65649586;66.6
3;65649586;80.4
8;65649590;42.7
6;65649590;7.9
1;65649590;59.8
3;65649590;80.7
5;65649593;0.3
6;65649593;8.7
1;65649593;54.3
8;65649596;43.1
5;65649596;0
1;65649596;49.5
8;65649599;43.5
5;65649599;0.6
1;65649599;46.4
8;65649603;44.1
5;65649603;0
1;65649603;44.6
8;65649606;44.8
1;65649606;43.1
8;65649610;45.3
1;65649610;42.3
8;65649613;45.8
1;65649613;41.6
8;65649617;46.2
1;65649617;41.2
8;65649620;47.1
6;65649620;8.2
1;65649620;40.8
8;65649623;47.8
5;65649623;0.5
1;65649623;39.8
8;65649627;48.6
5;65649627;1.1
1;65649627;37.8
8;65649630;49.4
1;65649630;35.4
3;65649630;80.5
5;65649634;2.1
6;65649634;9.0
1;65649634;33.1
5;65649637;1.7
1;65649637;32
8;65649640;51.7
5;65649640;0
6;65649640;6.8
1;65649640;33.7
8;65649644;53.3
1;65649644;35.6
8;65649647;54.8
5;65649647;1.3
1;65649647;34.1
3;65649647;80.3
8;65649651;56.3
5;65649651;3.2
6;65649651;7.6
1;65649651;31.8
8;65649654;57.3
5;65649654;0.5
1;65649654;33
8;65649657;56.1
5;65649657;0
6;65649657;10.8
1;65649657;35.6
8;65649661;52.6
5;65649661;5.3
6;65649661;12.5
1;65649661;31.9
8;65649664;49.9
1;65649664;30.4
8;65649667;47.5
5;65649667;5.7
6;65649667;11.7
3;65649667;80.6
8;65649671;45.6
5;65649671;6.1
6;65649671;11.1
1;65649671;29.7
8;65649674;43.5
3;65649674;80.2
8;65649678;41.6
5;65649678;6.6
8;65649681;39.4
5;65649681;7.3
1;65649681;29.3
8;65649684;37.7
5;65649684;6.6
1;65649684;29.7
8;65649688;36.0
5;65649688;7.1
3;65649688;80.4
6;65649691;9.3
8;65649695;36.8
6;65649695;7.8
8;65649698;40.3
6;65649698;5.2
8;65649701;43.5
8;65649705;46.5
5;65649705;3.9
6;65649705;5.9
1;65649705;32.2
8;65649708;48.9
5;65649708;2.7
1;65649708;32.6
8;65649711;51.0
5;65649711;3.1
6;65649711;6.5
1;65649711;32
8;65649714;52.9
1;65649714;31.1
8;65649718;54.6
5;65649718;3.8
6;65649718;7.0
1;65649718;30.4
8;65649721;56.3
5;65649721;5.9
1;65649721;29.1
8;65649725;0
5;65649725;0
6;65649725;5.5
1;65649725;28.6
6;65649728;0.2
3;65649728;80.2
3;65649735;79.9
3;65649752;79.7
8;65649768;8.3
5;65649768;4.2
3;65649768;79.5
8;65649772;14.2
5;65649772;2.1
8;65649775;22.4
5;65649775;2.8
6;65649775;1.0
8;65649778;26.9
5;65649778;3.5
6;65649778;2.7
8;65649782;32.1
5;65649782;0
6;65649782;3.8
1;65649782;34.9
8;65649785;36.2
5;65649785;14.9
6;65649785;4.3
1;65649785;30.4
8;65649789;39.8
5;65649789;18.8
1;65649789;25.3
3;65649789;79.2
8;65649792;43.5
5;65649792;17.6
6;65649792;5.3
1;65649792;26.7
3;65649792;79.4
8;65649795;46.3
5;65649795;14.4
1;65649795;29.3
8;65649799;49.1
5;65649799;11.8
6;65649799;6.2
1;65649799;32.3
8;65649802;51.2
5;65649802;9.1
1;65649802;33.8
3;65649802;79.2
8;65649806;53.4
5;65649806;6.8
6;65649806;6.8
1;65649806;34
8;65649809;55.1
5;65649809;7.3
1;65649809;32.6
3;65649809;79.6
8;65649813;55.7
5;65649813;10.0
6;65649813;9.0
1;65649813;30.6
3;65649813;81.6
8;65649816;52.2
5;65649816;16.0
6;65649816;12.4
1;65649816;26.8
3;65649816;84.2
8;65649819;48.2
5;65649819;17.4
6;65649819;13.1
1;65649819;25.4
3;65649819;85.6
8;65649823;44.3
5;65649823;20.0
1;65649823;24.7
3;65649823;87.2
8;65649826;40.4
5;65649826;21.7
3;65649826;87.7
8;65649830;37.4
5;65649830;23.3
6;65649830;12.4
1;65649830;25.1
3;65649830;86.1
8;65649833;34.7
5;65649833;24.5
6;65649833;11.6
1;65649833;25.6
3;65649833;84.4
8;65649836;33.0
5;65649836;26.0
6;65649836;11.0
3;65649836;82.7
8;65649840;31.7
5;65649840;26.9
1;65649840;26.4
3;65649840;81.1
8;65649843;30.4
5;65649843;27.7
6;65649843;10.3
1;65649843;27
3;65649843;80.4
8;65649847;30.9
5;65649847;27.3
6;65649847;7.8
